name,price_eur,display_inch,display_cm,display_resolution,display_ratio,weight_kg,height_mm,width_mm,depth_mm,operating_system,cpu_processor,ram_memory,gpu_integrated,gpu_extra,internal_storage_gb,storage_type,battery_life_h,battery_capacity_wh,psu_watts,audio_system,speakers_count,has_touchscreen,keyboard_backlit,keyboard_numpad,has_webcam,has_bluetooth,bluetooth_version,wifi_standard,product_ean,product_sku,release_year,category
MSI Stealth 14 Studio A13VE029  Intel Core i7 13700H / 2.1 GHz  Win 11  GeForce RTX 4050  16 GB RAM  1 TB SSD NVMe 2560 x,2353.99,14,35.6,2560x1600,-,1.7,19,315,246,Windows 11 Home,i713700H,16,Intel Iris Xe Graphics,NVIDIA GeForce RTX 4050,1,SSD,-,72,240,-,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.3,WiFi 6E (802.11ax),4.71E+12,0014K1029,-,Notebooks
Fujitsu Celsius H7510 FHD i710850H 32GB 512GB T1 W10P,2104.98,15.6,39.6,1920x1080,16:09,2.7,31.9,380,258,Windows 10 Pro,i710850H,32,Intel® UHD Graphics,NVIDIA Quadro T1000,512,SSD,-,-,230,-,2,FALSE,FALSE,TRUE,TRUE,TRUE,5,WiFi 6 (802.11ax),4.06E+12,VFY:H7510M17A1DE,-,Notebooks
MSI CreatorPro M16 A12UKS643 i712700H/32GB/1TBSSD/RTX A3 W11P,2736.65,16,40.6,2560x1600,-,2.29,26.9,359,259,Windows 11 Pro,i712700H,32,Intel Iris Xe Graphics,NVIDIA RTX A3000,1000,SSD,-,53.5,240,-,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.2,WiFi 6 (802.11ax),4.72E+12,1583643,-,Notebooks
LENOVO THINKBOOK G4+ I51240P 16GB 1TB SSD 14.0 2.2K RTX2050 W11P,1405.92,14,35.6,2240x1400,16:10,1.4,15.9,312,224,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,NVIDIA GeForce RTX 2050,1000,SSD,-,62,100,Dolby Atmos,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.97E+11,21CX0043GE,-,Notebooks
PANASONIC TOUGHBOOK FZG2 Intel Core i510310U Touchscreen 16GB 512GB SSD W11P LTE,2510.15,10.1,25.6,1920x1200,-,1.19,188,279,23.5,Windows 11 Pro,i510310U,16,-,-,-,SSD,12,-,-,-,2,TRUE,FALSE,FALSE,TRUE,TRUE,5.1+EDR,WiFi 6 (802.11ax),-,FZG2AZ05WB4,-,Notebooks
Fujitsu Lifebook U9311A FHD Ryzen5 8GB 512GBSSD W10P,998.34,13.3,33.8,1920x1080,-,885,15.5,307,197,Windows 10 Pro,4500U,8,AMD Radeon Graphics,-,512,SSD,-,50,65,-,-,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),4.07E+12,VFY:U931AM1AAMDE,-,Notebooks
Lenovo ThinkPad X13 G3 Intel Core i71255U WUXGA 16GB 512GB 4G W10P Black,1597.95,13.3,33.8,1920x1200,16:10,1.29,18.1,305.8,217.6,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,-,512,SSD,-,54.7,65,Dolby Audio,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.97E+11,21BN00BSGE,-,Notebooks
MSI Titan GT77HX 13VH045  Intel Core i9 13980HX / 2.2 GHz  Win 11 Home  GeForce RTX 4080  64 GB RAM  2 TB SSD NVMe 3840,4935.13,17.3,43.9,3840x2160,-,3.3,23,397,330,Windows 11 Home,Intel HM770,64,Intel® UHD Graphics,NVIDIA GeForce RTX 4080,2,SSD,-,99,330,-,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.3,WiFi 6E (802.11ax),4.71E+12,0017Q2045,-,Notebooks
"MSI Summit E14 FlipEvo A12MT055, i71260P/16GB/1TB W11P",1798.66,14,35.6,2880x1800,-,1.6,17.9,314,227.5,Windows 11 Pro,i71260P,16,Intel Iris Xe Graphics,-,1000,SSD,-,72,65,-,2,TRUE,TRUE,FALSE,TRUE,TRUE,5.2,WiFi 6E (802.11ax),4.72E+12,0014F1055,-,Notebooks
MSI CreatorPro Z16 B12UMST075 i912900H/32GB/2TBSSD/RTXA5 W11P,4773.75,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.72E+12,0015G1075,-,Notebooks
"Fujitsu LIFEBOOK U7312 Intel Core i51235U 33,78cm 13,3Zoll FHD 2x8GB 512SSD LTE W11P",1614.02,13.3,33.8,1920x1080,-,-,18.9,308,199.5,Windows 11 Pro,i51235U,16,Intel Iris Xe Graphics,-,512,SSD,-,60,65,-,-,FALSE,FALSE,FALSE,TRUE,TRUE,5.2,WiFi 6E (802.11ax),4.07E+12,VFY:U7312MF5IMDE,-,Notebooks
"Apple MacBook Air Z127 Apple M1 Chip 8C CPU und 7C GPU 16C N.E. 16GB 1TB SSD, silber",1647.94,13.3,33.8,2560x1600,16:09,1.29,16.1,304.1,212.4,macOS Big Sur,M1,16,Apple GPU,-,1000,SSD,18,49.9,30,Dolby Atmos,2,FALSE,TRUE,FALSE,TRUE,TRUE,5,WiFi 6 (802.11ax),4.06E+12,MGN93D/A410525,2020,Notebooks
Apple Macbook Air 13 M2 CHIP 8C/8C 16GB RAM 512GB 30W silver,1838.8,13,34.5,2560x1664,-,1.24,11.3,304.1,215,macOS Monterey,M2,16,Apple GPU,-,512,SSD,-,52.6,30,-,4,FALSE,TRUE,FALSE,TRUE,TRUE,5,WiFi 6 (802.11ax),4.07E+12,Z15WGR06,2022,Notebooks
"Microsoft Notebook Surface Laptop 5  i7/16GB/ 512GB W11P, schwarz",1650.07,15,38.1,2496x1664,3:02,1.56,14.7,340,244,Windows 11 Pro,i71265U,16,Intel Iris Xe Graphics,-,512,SSD,17,47.4,65,Dolby Atmos,-,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.96E+11,RIQ00028,2022,Notebooks
MSI CreatorPro Z17 A12UMST081 i712700H/32GB/1TBSSD/RTXA5 W11P,4598.99,17,43.2,2560x1600,-,2.49,19,382,260,Windows 11 Pro,i712700H,32,Intel Iris Xe Graphics,NVIDIA RTX A5500,1000,SSD,-,90,240,-,4,TRUE,FALSE,TRUE,TRUE,TRUE,5.2,WiFi 6E (802.11ax),4.72E+12,0017N1081,-,Notebooks
"Apple MacBook Pro Space Gray,M1, 8GB RAM, 256GB SSD [2020 / Z11B] (MYD82D/A",1251.83,13.3,33.8,2560x1600,-,1.4,15.6,304.1,212.4,macOS Big Sur,M1,8,Apple GPU,-,256,SSD,20,58.2,61,Dolby Atmos,2,FALSE,TRUE,FALSE,TRUE,TRUE,5,WiFi 6 (802.11ax),1.94E+11,MYD82D/A,2020,Notebooks
Lenovo ThinkPad P14s G3 i71280P 2x16GB/1TB T550 UHD+ W10P,2250.29,14,35.6,3840x2400,16:10,1.24,17.9,317.7,226.9,Windows 11 Pro,Intel SoC,32,Intel Iris Xe Graphics,NVIDIA Quadro T550,1,SSD,-,52.5,100,Dolby Audio,2,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.97E+11,21AK008TGE,-,Notebooks
Dell Inspiron 15 i51035G1/8GB/256SSD/Intel UHD/FHD/matt/W11Home,537.13,15.6,39.6,1920x1080,16:09,1.96,1.8,364,249,Windows 11 Home,i51035G1,8,Intel® UHD Graphics,-,256,SSD,-,42,-,MaxxAudio Pro,2,FALSE,FALSE,TRUE,TRUE,TRUE,5,WiFi 5 (802.11ac),5.40E+12,35010330,-,Notebooks
"Microsoft Notebook Surface Laptop 5  i7/16GB/ 512GB W11P, schwarz",1532.28,13.5,34.3,2256x1504,3:02,1.3,14.5,308,223,Windows 11 Pro,i71265U,16,Intel Iris Xe Graphics,-,512,SSD,18,47.4,65,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.96E+11,RBH00030,2022,Notebooks
PANASONIC TOUGHBOOK FZ55 I51145G7 VPRO (FZ55EZ0QMB4,2625.5,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,-,FZ55EZ0QMB4,-,Notebooks
Dell Latitude 7330 I51245U 16GB 512GB SSD W10P,1255.78,13.3,33.8,1920x1080,16:09,1.13,1.7,306.5,199.9,Windows 10 Pro,i51245U,16,Intel Iris Xe Graphics,-,512,SSD,-,58,65,-,2,FALSE,TRUE,FALSE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,WNVNX,2022,Notebooks
Apple APPLE Macbook PRO 16 M2 MAX 12C/30C,3944.96,16.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,-,Z174GR11,-,Notebooks
"Microsoft Notebook Surface Laptop 5  i5/ 8GB/ 256GB W11P, platinum",1090.63,13.5,34.3,2256x1504,3:02,1.27,14.5,308,223,Windows 11 Pro,i51245U,8,Intel Iris Xe Graphics,-,256,SSD,18,47.4,65,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.96E+11,R1A00005,2022,Notebooks
Terra Mobile 1460Q (1220726,899,14,35.6,1920x1080,16:09,1.49,14.9,340,232,Windows 11 Home,i510210Y,8,Intel® UHD Graphics,-,256,SSD,10,-,-,-,-,FALSE,FALSE,FALSE,TRUE,TRUE,4.2,WiFi 5 (802.11ac),4.04E+12,1220726,-,Notebooks
Dell LATITUDE 5430 I71265U 16GB 512GB W10P,1331.08,14,35.6,1920x1080,16:09,1.36,1.93,321.4,212,Windows 10 Pro,i71265U,16,Intel Iris Xe Graphics,-,512,SSD,-,58,65,MaxxAudio Pro,2,FALSE,TRUE,FALSE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,H7NMH,2022,Notebooks
Apple Macbook PRO 14 M2 PRO 10C/16C,3433.82,14.2,36.1,3024x1964,-,1.6,15.5,312.6,221.2,macOS Ventura,M2 Pro,16,Apple GPU,-,512,SSD,-,70,67,-,6,FALSE,TRUE,FALSE,TRUE,TRUE,5.3,WiFi 6 (802.11ax),1.94E+11,MPHH3D/A,2023,Notebooks
Microsoft Surface Laptop 5 i5 16GB 512GB 2256x1504/Touch/black W10P,1739.8,13.5,34.3,2256x1504,3:02,1.3,14.5,308,223,Windows 10 Pro,i51245U,16,Intel Iris Xe Graphics,-,512,SSD,18,47.4,65,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.96E+11,R8Q00028,2022,Notebooks
"Fujitsu LIFEBOOK U7312 Intel Core i51235U 33,78cm 13,3Zoll FHD 2x8GB 256SSD W11P",1294.58,13.3,33.8,1920x1080,-,-,18.9,308,199.5,Windows 11 Pro,i51235U,16,Intel Iris Xe Graphics,-,256,SSD,-,60,65,-,-,FALSE,FALSE,FALSE,TRUE,TRUE,5.2,WiFi 6E (802.11ax),4.07E+12,VFY:U7312MF5HMDE,-,Notebooks
Terra Mobile 1500 (1220751,799,15.6,39.6,1920x1080,16:09,1.6,19.9,360,239,Windows 11 Pro,5500U,8,AMD Radeon Graphics,-,500,SSD,6,-,-,-,-,FALSE,TRUE,TRUE,TRUE,TRUE,5,WiFi 5 (802.11ac),4.04E+12,1220751,-,Notebooks
"Acer Notebook ConceptD 3 CN31673G  Intel Core i511400H, weiss",1425.99,16,40.6,1920x1200,16:10,2.2,21,358,249,Windows 11 Home,Intel HM570,16,Intel® UHD Graphics,NVIDIA GeForce RTX 3050 Ti,512,SSD,13,56,135,-,2,FALSE,TRUE,FALSE,TRUE,TRUE,5,WiFi 6 (802.11ax),4.71E+12,NX.C6TEG.005,-,Notebooks
Lenovo ThinkPad P1 Gen5 Intel Core i712700H WQXGA 16GB DDR5 512GB SSD RTX A2000 8GB W10P DG,3243.81,16,40.6,2560x1600,16:10,1.81,17.7,359.5,253.8,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,NVIDIA RTX A2000,512,SSD,-,90,170,Dolby Atmos,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.2,WiFi 6E (802.11ax),1.96E+11,21DC000EGE,-,Notebooks
MSI Creator Z16P B12UHT047 i912900H/32GB/2TB/RTX3080 W11P,4135.17,16,40.6,2560x1600,-,2.39,19,359,256,Windows 11 Pro,i912900H,32,Intel Iris Xe Graphics,NVIDIA GeForce RTX 3080,2000,SSD,-,90,240,-,4,TRUE,TRUE,TRUE,TRUE,TRUE,5.2,WiFi 6E (802.11ax),4.72E+12,0015G1047,-,Notebooks
Terra MOBILE GAMER ELITE 5v2 i913900HX W11P,2599,17.3,43.9,2560x1440,16:09,2.8,24.9,396,262,Windows 11 Pro,i913900HX,32,Intel® UHD Graphics,NVIDIA GeForce RTX 4070,2,SSD,4,-,-,-,-,FALSE,TRUE,TRUE,TRUE,TRUE,5.2,WiFi 6 (802.11ax),4.04E+12,1220782,-,Notebooks
Lenovo ThinkPad E15 G4 Intel Core i71255U FHD 16GB 512GB SSD UMA W11P Black TopSeller,1066.09,15.6,39.6,1920x1080,16:09,1.7,18.9,365,240,Windows 11 Pro,Intel SoC,16,Intel Iris Xe Graphics,-,512,SSD,-,57,65,Dolby Audio,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.97E+11,21E60050GE,-,Notebooks
APPLE MacBook Air Apple M2 Chip 8Core CPU und 10Core GPU 8GB gem. RAM 512GB SSD DE  Polarstern,1642.69,15.3,38.9,2880x1864,-,1.51,11.5,340.4,237.6,macOS Ventura,M2,8,Apple GPU,-,512,SSD,-,66.5,35,Dolby Atmos,6,FALSE,TRUE,FALSE,TRUE,TRUE,5.3,WiFi 6 (802.11ax),1.94E+11,MQKV3D/A,2023,Notebooks
Microsoft Surface Laptop 5  i7/16GB/ 512GB *platinum* W10P,2022.61,0,38.1,2496x1664,3:02,1.56,14.7,340,244,Windows 10 Pro,i71265U,16,Intel Iris Xe Graphics,-,512,SSD,17,47.4,65,Dolby Atmos,-,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.96E+11,RIR00005,2022,Notebooks
Lenovo TP E15 G4 I51235U 8GB 256GB,848.02,15.6,39.6,1920x1080,16:09,1.7,18.9,365,240,Windows 11 Pro,Intel SoC,8,Intel Iris Xe Graphics,-,256,SSD,-,57,65,Dolby Audio,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.97E+11,21E60058GE,-,Notebooks
Apple Macbook Air 13 M2 CHIP 8C/8C 16GB RAM 256GB 30W space grey,1598.37,13,34.5,2560x1664,-,1.24,11.3,304.1,215,macOS Monterey,M2,16,Apple GPU,-,256,SSD,-,52.6,30,-,4,FALSE,TRUE,FALSE,TRUE,TRUE,5,WiFi 6 (802.11ax),-,Z15SGR05,2022,Notebooks
MSI WF66 11UI1242 i711800H+HM570/32GB/1TB/T1200 W11P,1899.99,15.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.72E+12,15821242,-,Notebooks
Microsoft Surface Laptop Studio i7 32GB 2TB 2400x1600/1TB/RTX A2000 W11P,3412.15,14.4,36.6,2400x1600,3:02,1.82,18.9,323.3,228.3,Windows 11 Pro,i711370H,32,Intel Iris Xe Graphics,NVIDIA RTX A2000,2000,SSD,18,58,102,Dolby Atmos,4,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),8.90E+11,AIK00005,-,Notebooks
PANASONIC TOUGHBOOK FZ55 Intel Core i51145G7 FHD 8GB 512GB SSD UMA W11P,2490.19,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,-,FZ55EZ0PWB4,-,Notebooks
Terra MOBILE 1470U,1199,14,35.6,1920x1080,-,1.11,16.5,322,216.8,Windows 11 Pro,i51235U,8,Intel Iris Xe Graphics,-,500,SSD,20,-,-,-,-,FALSE,TRUE,FALSE,TRUE,TRUE,5,WiFi 6 (802.11ax),4.04E+12,1220769,-,Notebooks
Samsung Galaxy Book2 Business FHD AntiGlare i51240P 8GB 256GB SSD W11P Dark Grey,760.09,14,35.6,1920x1080,-,1.5,19.9,326.4,213.8,Windows 11 Pro,i51240P,8,Intel Iris Xe Graphics,-,256,SSD,-,51.6,-,Dolby Atmos,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),8.81E+12,NP641BEDKA1DE,-,Notebooks
Microsoft MS Surface Pro 8 i7 16GB 1TB platinu 2880x1920 W11P,2188.99,13.3,33,2880x1920,3:02,891,208,287,9.3,Windows 11 Pro,i71185G7,16,-,-,-,SSD,16,51.5,60,Dolby Atmos,2,TRUE,FALSE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),8.90E+11,EED00003,-,Notebooks
Dell Latitude 7640 XCTO I7,1958.04,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,-,3.00E+12,-,Notebooks
Fujitsu LIFEBOOK E5412A FHD 14 AMD Ryzen 512GB SSD W11P,742.47,14,35.6,1920x1080,-,1.35,19.9,322,211,Windows 11 Pro,5675U,16,AMD Radeon Graphics,-,512,SSD,14.5,60,65,-,-,FALSE,FALSE,FALSE,TRUE,TRUE,5.2,WiFi 6 (802.11ax),4.07E+12,VFY:E542AMHAAMDE,-,Notebooks
PANASONIC TOUGHBOOK FZ55 I51145G7 VPRO (FZ55FZ0Q8B4,3039.42,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,-,FZ55FZ0Q8B4,-,Notebooks
Apple MacBook AIR M2 CHIP 8C/8C,1838.8,13.3,34.5,2560x1664,-,1.24,11.3,304.1,215,macOS Monterey,M2,16,Apple GPU,-,512,SSD,-,52.6,30,-,4,FALSE,TRUE,FALSE,TRUE,TRUE,5,WiFi 6 (802.11ax),-,Z15SGR06,2022,Notebooks
FUJITSU CELSIUS H7613 I913950HX 2K,3927.45,16,40.6,2560x1600,16:10,2.53,26.4,370,264.5,Windows 11 Pro,i913950HX,64,Intel® UHD Graphics,NVIDIA RTX 2000,2,SSD,8,94.95,230,-,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.2,WiFi 6E (802.11ax),4.07E+12,VFY:H7613W19AMDE,-,Notebooks
Dell Precision 5480 i713700H FHD 16GB 512G SSD Nvidia RTX A1000 IR Cam &amp; Mic 4 cell WLAN Backlit Kb W11P 3Y ProSpt,2902.14,14,35.6,1920x1200,16:10,1.48,7.49,310.6,210.3,Windows 11 Pro,i713700H,16,Intel Iris Xe Graphics,NVIDIA RTX A1000,512,SSD,-,72,130,-,4,FALSE,TRUE,FALSE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,9CRCT,-,Notebooks
ACER A51556547J I51135G7 8GB 1TB,643.6,15.6,39.6,1920x1080,16:09,1.65,17.9,363.4,238.5,Windows 11 Home,i51135G7,8,Intel Iris Xe Graphics,-,1,SSD,8,48,45,-,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.2,WiFi 6 (802.11ax),4.71E+12,NX.A1HEV.018,-,Notebooks
Lenovo Thinkpad P14S G4 R7P7840U 64GB,2240.99,14,35.6,2880x1800,16:10,1.34,17.9,317.7,226.9,Windows 11 Pro,AMD SoC,64,AMD Radeon 780M,-,2,SSD,-,52.5,65,Dolby Audio,2,FALSE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21K5000JGE,-,Notebooks
Dell Latitude 7330 I51235U 16GB 256GB SSD W10P,1365.12,13.3,33.8,1920x1080,16:09,1.13,1.7,306.5,199.9,Windows 10 Pro,i51235U,16,Intel Iris Xe Graphics,-,256,SSD,-,58,65,-,2,FALSE,TRUE,FALSE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,G51X7,2022,Notebooks
Lenovo Essential 13w Yoga G1 R55625U 16/512GB FHD IPS W11P,932.14,13.3,33.8,1920x1200,16:10,1.45,17.6,305,216.8,Windows 11 Pro,AMD SoC,16,AMD Radeon Graphics,-,512,SSD,12.4,51,65,Dolby Audio,2,TRUE,TRUE,FALSE,TRUE,TRUE,5.2,WiFi 6 (802.11ax),1.96E+11,82S10004GE,-,Notebooks
Dell PRECISION 7780 I913950HX 32GB,4281.97,17,43.9,1920x1080,16:09,3.02,2.59,398,265,Windows 11 Pro,i913950HX,32,Intel® UHD Graphics,NVIDIA RTX 3500,1,SSD,-,93,240,-,2,FALSE,TRUE,TRUE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,M6HGP,-,Notebooks
"Microsoft Surface Pro 8 LTE  13""  i5/16GB/ 512GB *platinum* W11P",1619.22,13,33,2880x1920,3:02,891,208,287,9.3,Windows 11 Pro,i51135G7,16,-,-,-,SSD,16,51.5,60,Dolby Atmos,2,TRUE,FALSE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),8.90E+11,NNB00002,-,Notebooks
APPLE MACBOOK AIR 15 M2 8C/10C/16C,2152.4,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,-,Z18LGR06,-,Notebooks
Acer TravelMate P2 TMP21452P3A9 schwarz (NX.VLMEG.00A,471.88,14,35.6,1920x1080,16:09,1.62,19.9,328,236,Windows 10 Pro,6405U,4,Intel® UHD Graphics,-,128,SSD,11,48,45,-,2,FALSE,TRUE,FALSE,TRUE,TRUE,5,WiFi 6 (802.11ax),4.71E+12,NX.VLMEG.00A,-,Notebooks
MSI CreatorPro X17 HX A13VKS246 i913980HX/RTX3500 W11P,5608.88,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.71E+12,0017Q2246,-,Notebooks
Microsoft Surface Laptop 5  i7/16GB/ 512GB *platinum* W11P,1556.08,13.5,34.3,2256x1504,3:02,1.27,14.5,308,223,Windows 11 Pro,i71265U,16,Intel Iris Xe Graphics,-,512,SSD,18,47.4,65,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.96E+11,RBH00005,2022,Notebooks
Dell Alienware M15 R7 I712700H 16GB,2634.83,15.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,5.40E+12,3HPJV,-,Notebooks
Lenovo ThinkPad P1 Gen 6 21FV  180°Scharnierdesign  Intel Core i7 13800H / 2.5 GHz  vPro Enterprise  Win 11 Pro  RTX 4000,5605.97,16,40.6,3840x2400,16:10,1.78,17.3,359.5,253.8,Windows 11 Pro,Intel SoC,64,Intel Iris Xe Graphics,NVIDIA RTX 4000,2,SSD,-,90,230,Dolby Atmos,2,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),1.98E+11,21FV000PGE,-,Notebooks
Acer CB Spin 512 R853TAP05L Chrome Pent.N6000/8GB LPDDR4X/64GB eMMC,468.22,12,30.5,1366x912,-,1.3,21.1,296,230.6,Chrome OS,N6000,8,Intel® UHD Graphics,-,64,Flash,12,48,45,-,2,TRUE,FALSE,FALSE,TRUE,TRUE,5,WiFi 6 (802.11ax),4.71E+12,NX.AA8EG.001,-,Notebooks
Apple MacBook Air Z15S Apple M2 8C CPU/8C GPU/16C N.E. 24GB 512GB SSD 30W USBC DE  Grau,1856.55,13.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.07E+12,MLXW3D/AZ08557846,-,Notebooks
Apple MacBook Pro 16 M2 PRO 12C/19C 32GB RAM 512GB SSD  SILVER,3897.13,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,-,Z177GR06,-,Notebooks
Dell LATITUDE 5431 I71270P 16GB 512GB SSD W10P,1472.47,14,35.6,1920x1080,16:09,1.49,2.1,321.4,212,Windows 10 Pro,i71270P,16,Intel Iris Xe Graphics,-,512,SSD,-,64,90,MaxxAudio Pro,2,FALSE,TRUE,FALSE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,NX7D4,2022,Notebooks
Corsair VOYAGER a1600  Advantage Edition Ryzen 7 6800HS  16 GB RAM  1 TB SSD  Deutsch,3532.99,16,40.6,2560x1600,16:10,2.4,19.9,356,286.7,Windows 11 Home,6800HS,16,AMD Radeon 680M,AMD Radeon RX 6800M,1000,SSD,8,99,230,Dolby Atmos,-,FALSE,TRUE,FALSE,TRUE,TRUE,5.2,WiFi 6E (802.11ax),8.40E+11,CN9000003DE,-,Notebooks
Dell LATITUDE 7530 I51245U 16GB 512GB SSD W10P,1648.77,15.6,39.6,1920x1080,16:09,1.54,1.77,357.7,229.8,Windows 10 Pro,i51245U,16,Intel Iris Xe Graphics,-,512,SSD,-,58,65,MaxxAudio Pro,2,FALSE,TRUE,FALSE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,RC74T,2022,Notebooks
ACER TM P61453TCO77WT W11P i71365U/16GB/512GB SSD,1646.83,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,4.71E+12,NX.B30EG.004,-,Notebooks
Gigabyte G5 GE51DE263SD i5 DOS FHD 144Hz,737.05,15.6,39.6,1920x1080,-,1.99,23.9,360,238,FreeDOS,i512500H,8,Intel Iris Xe Graphics,NVIDIA GeForce RTX 3050,512,SSD,-,54,180,DTS:X Ultra,2,FALSE,TRUE,TRUE,TRUE,TRUE,5.2,WiFi 6 (802.11ax),4.72E+12,G5 GE51DE263SD,-,Notebooks
Lenovo ThinkPad L13 Yoga G2 AMD R75850U 16GB 512SSD FHD W11P,1005.09,13.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,FALSE,FALSE,FALSE,FALSE,FALSE,-,-,1.97E+11,21AES0FT02,-,Notebooks
Dell PRECISION 7680 I713850HX 16GB,2926.35,16,40.6,1920x1200,16:10,2.6,2.23,356,258.3,Windows 11 Pro,Intel,16,Intel® UHD Graphics,NVIDIA RTX 2000,512,SSD,-,83,180,-,2,FALSE,TRUE,TRUE,TRUE,TRUE,-,WiFi 6E (802.11ax),5.40E+12,XFYNN,2023,Notebooks
"Samsung Galaxy Book3 360 33,78cm 13,3Zoll i51340P 8GB 512GB SSD Intel Iris X W11H Graphite",1570.29,13.3,33.8,1920x1080,-,1.16,12.9,304.4,202,Windows 11 Home,i51340P,8,Intel Iris Xe Graphics,-,512,SSD,-,61.1,65,Dolby Atmos,2,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6E (802.11ax),8.81E+12,NP730QFGKA4DE,2023,Notebooks
Microsoft Surface Laptop 5 i5 8GB 512GB 2256x1504/Touch/black W10P,1376.69,13.5,34.3,2256x1504,3:02,1.3,14.5,308,223,Windows 10 Pro,i51245U,8,Intel Iris Xe Graphics,-,512,SSD,18,47.4,65,-,-,TRUE,TRUE,FALSE,TRUE,TRUE,5.1,WiFi 6 (802.11ax),1.96E+11,R1U00028,2022,Notebooks
